test_id,max_num_candidates,start_depth,nl_utterance,target_formula,init_candidates_time,num_initial_candidates,num_attempts_candidates_generation,num_questions_asked,average_question_waiting,average_disambiguation_duration,num_disambiguations,formula_is_found,result_formula
task3.json322,3,2,"take all green from [7,4] to water","before(pick_every_green_x_item_at_7_4,neg(at_dry))",44.875425,3,4,2,0.7441645,0.8796236243797466,2,False,"before(pick_three_green_x_item_at_7_4,at_5_4)"
task3.json330,3,3,"take all green from [7,4] to water","before(pick_every_green_x_item_at_7_4,neg(at_dry))",33.105975,3,5,2,0.7052255,1.453832985367626,2,False,"before(pick_three_green_circle_item_at_7_4,at_5_4)"
task3.json331,3,3,"take all green from [7,4] to water","before(pick_every_green_x_item_at_7_4,neg(at_dry))",33.805915,3,4,2,0.683677,1.4545821114443243,2,False,"before(pick_every_green_circle_item_at_7_4,at_5_4)"
task3.json332,3,3,"take all green from [7,4] to water","before(pick_every_green_x_item_at_7_4,neg(at_dry))",35.303921,3,5,1,0.045881,1.4658853788860142,1,False,"before(pick_every_green_circle_item_at_7_4,at_5_4)"
task3.json620,6,2,"take all green from [7,4] to water","before(pick_every_green_x_item_at_7_4,neg(at_dry))",105.393149,6,9,4,1.2497225,1.2507322842720896,4,True,"before(pick_every_green_x_item_at_7_4,neg(at_dry))"
task3.json621,6,2,"take all green from [7,4] to water","before(pick_every_green_x_item_at_7_4,neg(at_dry))",109.958611,6,9,4,1.0972414999999998,1.1192771531059407,4,False,"before(at_5_4,before(pick_every_green_x_item_at_7_4,at_5_4))"
task3.json622,6,2,"take all green from [7,4] to water","before(pick_every_green_x_item_at_7_4,neg(at_dry))",112.638529,6,9,4,1.1794495,1.1893973510013893,4,True,"before(pick_every_green_x_item_at_7_4,neg(at_dry))"
task3.json630,6,3,"take all green from [7,4] to water","before(pick_every_green_x_item_at_7_4,neg(at_dry))",97.26844,6,8,2,1.0078725,1.6419643044937402,2,True,"before(pick_every_green_x_item_at_7_4,neg(at_dry))"
task3.json631,6,3,"take all green from [7,4] to water","before(pick_every_green_x_item_at_7_4,neg(at_dry))",100.859729,6,10,2,0.9793080000000001,1.6708861120278016,2,True,"before(pick_every_green_x_item_at_7_4,neg(at_dry))"
task3.json632,6,3,"take all green from [7,4] to water","before(pick_every_green_x_item_at_7_4,neg(at_dry))",100.746594,6,7,3,1.1268776666666667,1.578191171400249,3,False,"before(pick_every_green_circle_item_at_7_4,at_5_4)"
task3.json1020,10,2,"take all green from [7,4] to water","before(pick_every_green_x_item_at_7_4,neg(at_dry))",225.567901,10,16,4,1.2814232500000002,1.2247013274463825,4,True,"before(pick_every_green_x_item_at_7_4,neg(at_dry))"
task3.json1021,10,2,"take all green from [7,4] to water","before(pick_every_green_x_item_at_7_4,neg(at_dry))",43.20978,10,14,6,0.9326416666666667,0.8781463172053918,6,False,"before(pick_every_green_circle_item_at_7_4,at_5_4)"
task3.json1022,10,2,"take all green from [7,4] to water","before(pick_every_green_x_item_at_7_4,neg(at_dry))",47.462718,10,16,4,1.0095315,0.9651052783010527,4,True,"before(pick_every_green_x_item_at_7_4,neg(at_dry))"
task3.json1030,10,3,"take all green from [7,4] to water","before(pick_every_green_x_item_at_7_4,neg(at_dry))",56.651691,10,14,3,1.2679936666666667,1.6434901429650683,3,False,"before(pick_three_green_x_item_at_7_4,neg(at_dry))"
task3.json1031,10,3,"take all green from [7,4] to water","before(pick_every_green_x_item_at_7_4,neg(at_dry))",52.687541,10,12,4,1.2200615000000001,1.4907227729563601,4,True,"before(pick_every_green_x_item_at_7_4,neg(at_dry))"
task3.json1032,10,3,"take all green from [7,4] to water","before(pick_every_green_x_item_at_7_4,neg(at_dry))",61.532822,10,12,4,1.07148925,1.3309905109927058,4,False,"before(pick_three_green_x_item_at_7_4,at_5_4)"
task6.json320,3,2,"get one item from [1,2] and one from [3,1] and in the process never step on a water tile","until(at_dry, and(pick_one_x_triangle_item_at_1_2,pick_one_x_x_item_at_3_1))",5.823608,3,3,2,0.1959455,0.30890880001243204,2,False,eventually(pick_one_blue_x_item_at_3_1)
task6.json321,3,2,"get one item from [1,2] and one from [3,1] and in the process never step on a water tile","until(at_dry, and(pick_one_x_triangle_item_at_1_2,pick_one_x_x_item_at_3_1))",6.920006,3,3,1,0.04342,0.33083856105804443,1,False,eventually(pick_one_blue_x_item_at_3_1)
task6.json322,3,2,"get one item from [1,2] and one from [3,1] and in the process never step on a water tile","until(at_dry, and(pick_one_x_triangle_item_at_1_2,pick_one_x_x_item_at_3_1))",7.993378,3,3,2,0.19815699999999997,0.3100016580428928,2,False,eventually(pick_one_blue_x_item_at_3_1)
task6.json330,3,3,"get one item from [1,2] and one from [3,1] and in the process never step on a water tile","until(at_dry, and(pick_one_x_triangle_item_at_1_2,pick_one_x_x_item_at_3_1))",20.031405,3,5,2,0.7698929999999999,1.405923577491194,2,False,"before(pick_one_x_triangle_item_at_1_2,pick_one_x_square_item_at_3_1)"
task6.json331,3,3,"get one item from [1,2] and one from [3,1] and in the process never step on a water tile","until(at_dry, and(pick_one_x_triangle_item_at_1_2,pick_one_x_x_item_at_3_1))",19.460651,3,5,2,0.7199660000000001,1.2958151893690228,2,False,"before(pick_one_yellow_triangle_item_at_1_2,pick_one_x_x_item_at_3_1)"
task6.json332,3,3,"get one item from [1,2] and one from [3,1] and in the process never step on a water tile","until(at_dry, and(pick_one_x_triangle_item_at_1_2,pick_one_x_x_item_at_3_1))",20.45969,3,4,1,0.048103,1.6010390189476311,1,False,"before(pick_one_x_triangle_item_at_1_2,pick_one_blue_x_item_at_3_1)"
task6.json620,6,2,"get one item from [1,2] and one from [3,1] and in the process never step on a water tile","until(at_dry, and(pick_one_x_triangle_item_at_1_2,pick_one_x_x_item_at_3_1))",31.331769,6,6,5,0.5400829999999999,0.5309654009528458,5,False,"before(pick_one_x_triangle_item_at_1_2,pick_one_x_square_item_at_3_1)"
task6.json621,6,2,"get one item from [1,2] and one from [3,1] and in the process never step on a water tile","until(at_dry, and(pick_one_x_triangle_item_at_1_2,pick_one_x_x_item_at_3_1))",34.081684,6,6,5,0.5237902,0.5165855665691197,5,False,"before(pick_one_yellow_triangle_item_at_1_2,pick_one_x_x_item_at_3_1)"
task6.json622,6,2,"get one item from [1,2] and one from [3,1] and in the process never step on a water tile","until(at_dry, and(pick_one_x_triangle_item_at_1_2,pick_one_x_x_item_at_3_1))",37.820041,6,7,4,0.3012915,0.3145722769550048,4,False,"before(pick_one_yellow_x_item_at_1_2,pick_one_x_square_item_at_3_1)"
task6.json630,6,3,"get one item from [1,2] and one from [3,1] and in the process never step on a water tile","until(at_dry, and(pick_one_x_triangle_item_at_1_2,pick_one_x_x_item_at_3_1))",80.915769,6,8,2,0.8376595,1.4072430946398526,2,False,"before(pick_one_x_x_item_at_1_2,pick_one_x_square_item_at_3_1)"
task6.json631,6,3,"get one item from [1,2] and one from [3,1] and in the process never step on a water tile","until(at_dry, and(pick_one_x_triangle_item_at_1_2,pick_one_x_x_item_at_3_1))",88.146329,6,10,2,0.7250695,0.8509581835241988,2,False,"before(pick_one_x_x_item_at_1_2,pick_one_x_x_item_at_3_1)"
task6.json632,6,3,"get one item from [1,2] and one from [3,1] and in the process never step on a water tile","until(at_dry, and(pick_one_x_triangle_item_at_1_2,pick_one_x_x_item_at_3_1))",29.043013,6,8,3,0.9929453333333335,1.4083589683286846,3,False,"before(pick_one_x_triangle_item_at_1_2,pick_one_x_x_item_at_3_1)"
task6.json1020,10,2,"get one item from [1,2] and one from [3,1] and in the process never step on a water tile","until(at_dry, and(pick_one_x_triangle_item_at_1_2,pick_one_x_x_item_at_3_1))",19.863907,10,12,5,0.582972,0.5317156905774028,5,False,"before(pick_one_x_x_item_at_1_2,pick_one_blue_x_item_at_3_1)"
task6.json1021,10,2,"get one item from [1,2] and one from [3,1] and in the process never step on a water tile","until(at_dry, and(pick_one_x_triangle_item_at_1_2,pick_one_x_x_item_at_3_1))",24.046741,10,13,6,0.7166421666666666,0.6580940829978014,6,False,"before(pick_one_x_triangle_item_at_1_2,pick_one_x_square_item_at_3_1)"
task6.json1022,10,2,"get one item from [1,2] and one from [3,1] and in the process never step on a water tile","until(at_dry, and(pick_one_x_triangle_item_at_1_2,pick_one_x_x_item_at_3_1))",33.478889,10,11,6,0.7688998333333333,0.7125055309152231,6,False,"before(pick_one_x_x_item_at_1_2,pick_one_x_square_item_at_3_1)"
task6.json1030,10,3,"get one item from [1,2] and one from [3,1] and in the process never step on a water tile","until(at_dry, and(pick_one_x_triangle_item_at_1_2,pick_one_x_x_item_at_3_1))",116.867506,10,12,3,6.703364,7.055337666068226,3,False,"before(at_1_2,before(pick_one_yellow_triangle_item_at_1_2,pick_one_blue_square_item_at_3_1))"
task6.json1031,10,3,"get one item from [1,2] and one from [3,1] and in the process never step on a water tile","until(at_dry, and(pick_one_x_triangle_item_at_1_2,pick_one_x_x_item_at_3_1))",70.823113,10,13,5,30.066037,25.20052177812128,6,False,"before(at_1_2,before(pick_one_yellow_triangle_item_at_1_2,pick_one_blue_square_item_at_3_1))"
task6.json1032,10,3,"get one item from [1,2] and one from [3,1] and in the process never step on a water tile","until(at_dry, and(pick_one_x_triangle_item_at_1_2,pick_one_x_x_item_at_3_1))",94.389815,10,11,4,5.940911,4.943595664622262,5,False,"before(at_1_2,before(pick_one_yellow_triangle_item_at_1_2,pick_one_blue_square_item_at_3_1))"
task1.json320,3,2,"stay dry until reaching [4,1]","until(at_dry,at_4_1)",6.944131,3,4,1,0.064341,1.4271426058840007,1,True,"until(at_dry,at_4_1)"
task1.json321,3,2,"stay dry until reaching [4,1]","until(at_dry,at_4_1)",7.463335,3,5,2,0.738967,1.4049126745667309,2,True,"until(at_dry,at_4_1)"
task1.json322,3,2,"stay dry until reaching [4,1]","until(at_dry,at_4_1)",7.616996,3,5,2,0.777131,1.4102611959679052,2,True,"until(at_dry,at_4_1)"
task1.json330,3,3,"stay dry until reaching [4,1]","until(at_dry,at_4_1)",6.712268,3,5,1,0.042255,1.4290170660242438,1,True,"until(at_dry,at_4_1)"
task1.json331,3,3,"stay dry until reaching [4,1]","until(at_dry,at_4_1)",6.787623,3,5,2,0.7409315,1.4090918250149116,2,True,"until(at_dry,at_4_1)"
task1.json332,3,3,"stay dry until reaching [4,1]","until(at_dry,at_4_1)",6.825152,3,5,2,0.8587805000000001,1.5036538315471262,2,True,"until(at_dry,at_4_1)"
task1.json620,6,2,"stay dry until reaching [4,1]","until(at_dry,at_4_1)",27.402487,6,14,2,0.7701285,1.4032353591173887,2,True,"until(at_dry,at_4_1)"
task1.json621,6,2,"stay dry until reaching [4,1]","until(at_dry,at_4_1)",28.800706,6,15,3,1.0413636666666666,1.4464570823280762,3,True,"until(at_dry,at_4_1)"
task1.json622,6,2,"stay dry until reaching [4,1]","until(at_dry,at_4_1)",28.947189,6,15,3,1.085652,1.479213679054131,3,True,"until(at_dry,at_4_1)"
task1.json630,6,3,"stay dry until reaching [4,1]","until(at_dry,at_4_1)",27.771095,6,13,2,0.7945415,1.401873045018874,2,True,"until(at_dry,at_4_1)"
task1.json631,6,3,"stay dry until reaching [4,1]","until(at_dry,at_4_1)",28.232095,6,14,1,0.067088,1.4175347229465842,1,True,"until(at_dry,at_4_1)"
task1.json632,6,3,"stay dry until reaching [4,1]","until(at_dry,at_4_1)",29.135108,6,13,1,0.061803,1.443267886992544,1,True,"until(at_dry,at_4_1)"
task1.json1020,10,2,"stay dry until reaching [4,1]","until(at_dry,at_4_1)",44.955924,9,17,4,1.2478885,1.4638224857626483,4,True,"until(at_dry,at_4_1)"
task1.json1021,10,2,"stay dry until reaching [4,1]","until(at_dry,at_4_1)",46.164746,9,17,5,1.309085,1.4783269612118601,5,True,"until(at_dry,at_4_1)"
task1.json1022,10,2,"stay dry until reaching [4,1]","until(at_dry,at_4_1)",45.700457,9,17,2,0.774752,1.396338138030842,2,True,"until(at_dry,at_4_1)"
task1.json1030,10,3,"stay dry until reaching [4,1]","until(at_dry,at_4_1)",45.030843,8,15,2,0.847772,1.4430262614041567,2,True,"until(at_dry,at_4_1)"
task1.json1031,10,3,"stay dry until reaching [4,1]","until(at_dry,at_4_1)",46.28821,8,17,3,1.1513186666666666,1.4725554606411606,3,True,"until(at_dry,at_4_1)"
task1.json1032,10,3,"stay dry until reaching [4,1]","until(at_dry,at_4_1)",44.196856,8,15,1,0.076802,1.3968901059124619,1,True,"until(at_dry,at_4_1)"
task7.json320,3,2,"get one green and one blue item from [7,4]","and(eventually(pick_one_blue_x_item_at_7_4),eventually(pick_one_green_x_item_at_7_4))",22.389582,2,5,1,0.031693,13.548246921040118,1,False,"before(at_5_4,pick_two_x_x_item_at_7_4)"
task7.json321,3,2,"get one green and one blue item from [7,4]","and(eventually(pick_one_blue_x_item_at_7_4),eventually(pick_one_green_x_item_at_7_4))",23.18833,2,5,1,0.032859,13.583031286951154,1,False,"before(at_6_4,pick_two_x_x_item_at_7_4)"
task7.json322,3,2,"get one green and one blue item from [7,4]","and(eventually(pick_one_blue_x_item_at_7_4),eventually(pick_one_green_x_item_at_7_4))",23.89163,2,5,1,0.032643,13.544333074940369,1,False,"before(at_5_4,pick_two_x_x_item_at_7_4)"
task7.json330,3,3,"get one green and one blue item from [7,4]","and(eventually(pick_one_blue_x_item_at_7_4),eventually(pick_one_green_x_item_at_7_4))",22.526199,2,5,1,0.035641,13.572912032017484,1,False,eventually(pick_two_x_x_item_at_7_4)
task7.json331,3,3,"get one green and one blue item from [7,4]","and(eventually(pick_one_blue_x_item_at_7_4),eventually(pick_one_green_x_item_at_7_4))",16.805047,2,4,1,0.040876,14.502300669904798,1,False,"before(at_4_4,pick_two_x_x_item_at_7_4)"
task7.json332,3,3,"get one green and one blue item from [7,4]","and(eventually(pick_one_blue_x_item_at_7_4),eventually(pick_one_green_x_item_at_7_4))",62.471811,2,4,1,0.066154,59.811848615063354,1,False,"before(at_4_4,pick_two_x_x_item_at_7_4)"
task7.json620,6,2,"get one green and one blue item from [7,4]","and(eventually(pick_one_blue_x_item_at_7_4),eventually(pick_one_green_x_item_at_7_4))",21.388406,5,8,2,0.2424505,6.779062603134662,2,False,"before(at_4_4,pick_two_x_x_item_at_7_4)"
task7.json621,6,2,"get one green and one blue item from [7,4]","and(eventually(pick_one_blue_x_item_at_7_4),eventually(pick_one_green_x_item_at_7_4))",23.373128,5,11,1,0.057252,12.291271342895925,1,False,"before(at_4_4,pick_two_x_x_item_at_7_4)"
task7.json622,6,2,"get one green and one blue item from [7,4]","and(eventually(pick_one_blue_x_item_at_7_4),eventually(pick_one_green_x_item_at_7_4))",82.593928,3,11,1,8.818883,39.56376434548292,2,False,eventually(pick_two_x_x_item_at_7_4)
task7.json630,6,3,"get one green and one blue item from [7,4]","and(eventually(pick_one_blue_x_item_at_7_4),eventually(pick_one_green_x_item_at_7_4))",11.943284,6,9,3,0.7814306666666666,0.8457635676022619,3,False,"before(at_6_4,pick_two_x_x_item_at_7_4)"
task7.json631,6,3,"get one green and one blue item from [7,4]","and(eventually(pick_one_blue_x_item_at_7_4),eventually(pick_one_green_x_item_at_7_4))",73.998257,5,9,2,0.2564215,30.83274470199831,2,False,"before(at_5_4,pick_two_x_x_item_at_7_4)"
task7.json632,6,3,"get one green and one blue item from [7,4]","and(eventually(pick_one_blue_x_item_at_7_4),eventually(pick_one_green_x_item_at_7_4))",14.300644,6,9,3,0.7416860000000001,0.8127063063438982,3,False,"before(at_4_4,pick_two_x_x_item_at_7_4)"
task7.json1020,10,2,"get one green and one blue item from [7,4]","and(eventually(pick_one_blue_x_item_at_7_4),eventually(pick_one_green_x_item_at_7_4))",31.793252,9,19,4,0.5533547500000001,3.7361577209085226,4,True,"and(eventually(pick_one_blue_x_item_at_7_4),eventually(pick_one_green_x_item_at_7_4))"
task7.json1021,10,2,"get one green and one blue item from [7,4]","and(eventually(pick_one_blue_x_item_at_7_4),eventually(pick_one_green_x_item_at_7_4))",44.091676,7,19,2,4.8396045,10.7338822769622,3,True,"and(eventually(pick_one_blue_x_item_at_7_4),eventually(pick_one_green_x_item_at_7_4))"
task7.json1022,10,2,"get one green and one blue item from [7,4]","and(eventually(pick_one_blue_x_item_at_7_4),eventually(pick_one_green_x_item_at_7_4))",37.864193,9,19,4,0.53232375,3.622537620831281,4,True,"and(eventually(pick_one_blue_x_item_at_7_4),eventually(pick_one_green_x_item_at_7_4))"
task7.json1030,10,3,"get one green and one blue item from [7,4]","and(eventually(pick_one_blue_x_item_at_7_4),eventually(pick_one_green_x_item_at_7_4))",85.548056,8,17,3,22.638157666666668,31.845047196547966,4,False,"and(eventually(pick_one_blue_x_item_at_7_4),before(at_dry,pick_one_green_x_item_at_7_4))"
task7.json1031,10,3,"get one green and one blue item from [7,4]","and(eventually(pick_one_blue_x_item_at_7_4),eventually(pick_one_green_x_item_at_7_4))",44.037644,8,17,3,4.6574610000000005,6.918273113202304,4,False,"and(before(at_7_4,pick_one_green_x_item_at_7_4),before(at_7_4,pick_one_blue_x_item_at_7_4))"
task7.json1032,10,3,"get one green and one blue item from [7,4]","and(eventually(pick_one_blue_x_item_at_7_4),eventually(pick_one_green_x_item_at_7_4))",104.224247,6,17,4,2.85592225,16.411807748582213,5,True,"and(eventually(pick_one_blue_x_item_at_7_4),eventually(pick_one_green_x_item_at_7_4))"
task2.json320,3,2,"bring one green from [7,4] to [3,4]","before(pick_one_green_x_item_at_7_4,at_3_4)",9.038049,3,5,2,0.6335664999999999,0.7629435665439814,2,True,"before(pick_one_green_x_item_at_7_4,at_3_4)"
task2.json321,3,2,"bring one green from [7,4] to [3,4]","before(pick_one_green_x_item_at_7_4,at_3_4)",9.97528,3,5,2,0.6496605000000001,0.7848266455112025,2,True,"before(pick_one_green_x_item_at_7_4,at_3_4)"
task2.json322,3,2,"bring one green from [7,4] to [3,4]","before(pick_one_green_x_item_at_7_4,at_3_4)",10.912232,3,5,2,0.6559205,0.7848232149844989,2,True,"before(pick_one_green_x_item_at_7_4,at_3_4)"
task2.json330,3,3,"bring one green from [7,4] to [3,4]","before(pick_one_green_x_item_at_7_4,at_3_4)",9.463934,3,5,2,0.664281,1.3030804048758,2,True,"before(pick_one_green_x_item_at_7_4,at_3_4)"
task2.json331,3,3,"bring one green from [7,4] to [3,4]","before(pick_one_green_x_item_at_7_4,at_3_4)",9.772675,3,4,2,0.647288,1.2641862675081939,2,True,"before(pick_one_green_x_item_at_7_4,at_3_4)"
task2.json332,3,3,"bring one green from [7,4] to [3,4]","before(pick_one_green_x_item_at_7_4,at_3_4)",10.422701,3,4,2,0.650404,1.2593653495423496,2,True,"before(pick_one_green_x_item_at_7_4,at_3_4)"
task2.json620,6,2,"bring one green from [7,4] to [3,4]","before(pick_one_green_x_item_at_7_4,at_3_4)",32.438024,6,12,3,0.904098,0.9453256883037587,3,True,"before(pick_one_green_x_item_at_7_4,at_3_4)"
task2.json621,6,2,"bring one green from [7,4] to [3,4]","before(pick_one_green_x_item_at_7_4,at_3_4)",32.333357,6,9,3,0.9117860000000001,0.9526266492903233,3,True,"before(pick_one_green_x_item_at_7_4,at_3_4)"
task2.json622,6,2,"bring one green from [7,4] to [3,4]","before(pick_one_green_x_item_at_7_4,at_3_4)",36.303607,6,12,4,0.9901669999999999,1.0046775112277828,4,True,"before(pick_one_green_x_item_at_7_4,at_3_4)"
task2.json630,6,3,"bring one green from [7,4] to [3,4]","before(pick_one_green_x_item_at_7_4,at_3_4)",12.156611,6,11,3,0.9463550000000001,1.3449420547112823,3,True,"before(pick_one_green_x_item_at_7_4,at_3_4)"
task2.json631,6,3,"bring one green from [7,4] to [3,4]","before(pick_one_green_x_item_at_7_4,at_3_4)",11.011024,6,9,3,0.9401793333333331,1.3309865827516962,3,True,"before(pick_one_green_x_item_at_7_4,at_3_4)"
task2.json632,6,3,"bring one green from [7,4] to [3,4]","before(pick_one_green_x_item_at_7_4,at_3_4)",21.585235,6,12,2,0.6968395,1.3176585495239124,2,True,"before(pick_one_green_x_item_at_7_4,at_3_4)"
task2.json1020,10,2,"bring one green from [7,4] to [3,4]","before(pick_one_green_x_item_at_7_4,at_3_4)",64.480704,10,20,3,6.442163333333333,4.8068837290629745,4,True,"before(pick_one_green_x_item_at_7_4,at_3_4)"
task2.json1021,10,2,"bring one green from [7,4] to [3,4]","before(pick_one_green_x_item_at_7_4,at_3_4)",72.361068,9,20,3,4.189151,3.1443088038358837,4,True,"before(pick_one_green_x_item_at_7_4,at_3_4)"
task2.json1022,10,2,"bring one green from [7,4] to [3,4]","before(pick_one_green_x_item_at_7_4,at_3_4)",30.967191,10,19,3,0.9493010000000001,0.9541015496943146,3,True,"before(pick_one_green_x_item_at_7_4,at_3_4)"
task2.json1030,10,3,"bring one green from [7,4] to [3,4]","before(pick_one_green_x_item_at_7_4,at_3_4)",35.357638,10,15,3,0.8762916666666668,1.2158756024048973,3,True,"before(pick_one_green_x_item_at_7_4,at_3_4)"
task2.json1031,10,3,"bring one green from [7,4] to [3,4]","before(pick_one_green_x_item_at_7_4,at_3_4)",26.688158,10,15,3,0.9302873333333332,1.2907110843031357,3,True,"before(pick_one_green_x_item_at_7_4,at_3_4)"
task2.json1032,10,3,"bring one green from [7,4] to [3,4]","before(pick_one_green_x_item_at_7_4,at_3_4)",31.679051,10,15,2,0.7070155,1.3325533164897934,2,True,"before(pick_one_green_x_item_at_7_4,at_3_4)"
